File_name,subject
/home/mckc/Clustering/0_157.jpg,0
/home/mckc/Clustering/0_200.jpg,0
/home/mckc/Clustering/0_229.jpg,0
/home/mckc/Clustering/0_311.jpg,0
/home/mckc/Clustering/0_347.jpg,0
/home/mckc/Clustering/0_612.jpg,0
/home/mckc/Clustering/0_632.jpg,0
/home/mckc/Clustering/0_654.jpg,0
/home/mckc/Clustering/0_740.jpg,0
/home/mckc/Clustering/0_1170.jpg,0
/home/mckc/Clustering/0_1232.jpg,0
/home/mckc/Clustering/0_1351.jpg,0
/home/mckc/Clustering/0_2113.jpg,0
/home/mckc/Clustering/0_2158.jpg,0
/home/mckc/Clustering/0_2376.jpg,0
/home/mckc/Clustering/0_2519.jpg,0
/home/mckc/Clustering/0_2844.jpg,0
/home/mckc/Clustering/0_2871.jpg,0
/home/mckc/Clustering/0_3027.jpg,0
/home/mckc/Clustering/0_3207.jpg,0
/home/mckc/Clustering/0_3346.jpg,0
/home/mckc/Clustering/0_3508.jpg,0
/home/mckc/Clustering/0_3795.jpg,0
/home/mckc/Clustering/0_3968.jpg,0
/home/mckc/Clustering/0_3977.jpg,0
/home/mckc/Clustering/0_4020.jpg,0
/home/mckc/Clustering/0_4274.jpg,0
/home/mckc/Clustering/0_4432.jpg,0
/home/mckc/Clustering/0_4503.jpg,0
/home/mckc/Clustering/0_5057.jpg,0
/home/mckc/Clustering/0_5480.jpg,0
/home/mckc/Clustering/0_5555.jpg,0
/home/mckc/Clustering/0_5628.jpg,0
/home/mckc/Clustering/0_5954.jpg,0
/home/mckc/Clustering/0_6077.jpg,0
/home/mckc/Clustering/0_6125.jpg,0
/home/mckc/Clustering/0_6462.jpg,0
/home/mckc/Clustering/0_6639.jpg,0
/home/mckc/Clustering/0_6739.jpg,0
/home/mckc/Clustering/0_6966.jpg,0
/home/mckc/Clustering/0_7169.jpg,0
/home/mckc/Clustering/0_7197.jpg,0
/home/mckc/Clustering/0_7243.jpg,0
/home/mckc/Clustering/0_7426.jpg,0
/home/mckc/Clustering/0_8258.jpg,0
/home/mckc/Clustering/0_8787.jpg,0
/home/mckc/Clustering/0_8888.jpg,0
/home/mckc/Clustering/0_8893.jpg,0
/home/mckc/Clustering/0_9002.jpg,0
/home/mckc/Clustering/0_9436.jpg,0
/home/mckc/Clustering/0_9447.jpg,0
/home/mckc/Clustering/0_9702.jpg,0
/home/mckc/Clustering/0_9856.jpg,0
/home/mckc/Clustering/0_9975.jpg,0
/home/mckc/Clustering/0_10111.jpg,0
/home/mckc/Clustering/0_10147.jpg,0
/home/mckc/Clustering/0_10231.jpg,0
/home/mckc/Clustering/0_10287.jpg,0
/home/mckc/Clustering/0_11373.jpg,0
/home/mckc/Clustering/0_11753.jpg,0
/home/mckc/Clustering/0_11949.jpg,0
/home/mckc/Clustering/0_11992.jpg,0
/home/mckc/Clustering/0_12003.jpg,0
/home/mckc/Clustering/0_12039.jpg,0
/home/mckc/Clustering/0_12088.jpg,0
/home/mckc/Clustering/0_12416.jpg,0
/home/mckc/Clustering/0_12693.jpg,0
/home/mckc/Clustering/0_12821.jpg,0
/home/mckc/Clustering/0_13137.jpg,0
/home/mckc/Clustering/0_13621.jpg,0
/home/mckc/Clustering/1_81.jpg,1
/home/mckc/Clustering/1_209.jpg,1
/home/mckc/Clustering/1_242.jpg,1
/home/mckc/Clustering/1_253.jpg,1
/home/mckc/Clustering/1_327.jpg,1
/home/mckc/Clustering/1_361.jpg,1
/home/mckc/Clustering/1_413.jpg,1
/home/mckc/Clustering/1_421.jpg,1
/home/mckc/Clustering/1_426.jpg,1
/home/mckc/Clustering/1_442.jpg,1
/home/mckc/Clustering/1_791.jpg,1
/home/mckc/Clustering/1_902.jpg,1
/home/mckc/Clustering/1_1176.jpg,1
/home/mckc/Clustering/1_1264.jpg,1
/home/mckc/Clustering/1_1276.jpg,1
/home/mckc/Clustering/1_1303.jpg,1
/home/mckc/Clustering/1_1440.jpg,1
/home/mckc/Clustering/1_1522.jpg,1
/home/mckc/Clustering/1_1552.jpg,1
/home/mckc/Clustering/1_1596.jpg,1
/home/mckc/Clustering/1_1706.jpg,1
/home/mckc/Clustering/1_1738.jpg,1
/home/mckc/Clustering/1_1757.jpg,1
/home/mckc/Clustering/1_1788.jpg,1
/home/mckc/Clustering/1_1789.jpg,1
/home/mckc/Clustering/1_1794.jpg,1
/home/mckc/Clustering/1_1935.jpg,1
/home/mckc/Clustering/1_2016.jpg,1
/home/mckc/Clustering/1_2049.jpg,1
/home/mckc/Clustering/1_2062.jpg,1
/home/mckc/Clustering/1_2133.jpg,1
/home/mckc/Clustering/1_2191.jpg,1
/home/mckc/Clustering/1_2301.jpg,1
/home/mckc/Clustering/1_2352.jpg,1
/home/mckc/Clustering/1_2410.jpg,1
/home/mckc/Clustering/1_2422.jpg,1
/home/mckc/Clustering/1_2430.jpg,1
/home/mckc/Clustering/1_2560.jpg,1
/home/mckc/Clustering/1_2629.jpg,1
/home/mckc/Clustering/1_2791.jpg,1
/home/mckc/Clustering/1_2816.jpg,1
/home/mckc/Clustering/1_2826.jpg,1
/home/mckc/Clustering/1_3028.jpg,1
/home/mckc/Clustering/1_3178.jpg,1
/home/mckc/Clustering/1_3196.jpg,1
/home/mckc/Clustering/1_3210.jpg,1
/home/mckc/Clustering/1_3242.jpg,1
/home/mckc/Clustering/1_3275.jpg,1
/home/mckc/Clustering/1_3420.jpg,1
/home/mckc/Clustering/1_3495.jpg,1
/home/mckc/Clustering/1_3616.jpg,1
/home/mckc/Clustering/1_3696.jpg,1
/home/mckc/Clustering/1_3699.jpg,1
/home/mckc/Clustering/1_3942.jpg,1
/home/mckc/Clustering/1_4074.jpg,1
/home/mckc/Clustering/1_4111.jpg,1
/home/mckc/Clustering/1_4213.jpg,1
/home/mckc/Clustering/1_4269.jpg,1
/home/mckc/Clustering/1_4309.jpg,1
/home/mckc/Clustering/1_4345.jpg,1
/home/mckc/Clustering/1_4474.jpg,1
/home/mckc/Clustering/1_4488.jpg,1
/home/mckc/Clustering/1_4576.jpg,1
/home/mckc/Clustering/1_4619.jpg,1
/home/mckc/Clustering/1_4636.jpg,1
/home/mckc/Clustering/1_4639.jpg,1
/home/mckc/Clustering/1_4671.jpg,1
/home/mckc/Clustering/1_4797.jpg,1
/home/mckc/Clustering/1_4920.jpg,1
/home/mckc/Clustering/1_4943.jpg,1
/home/mckc/Clustering/1_4978.jpg,1
/home/mckc/Clustering/1_5021.jpg,1
/home/mckc/Clustering/1_5120.jpg,1
/home/mckc/Clustering/1_5124.jpg,1
/home/mckc/Clustering/1_5275.jpg,1
/home/mckc/Clustering/1_5346.jpg,1
/home/mckc/Clustering/1_5422.jpg,1
/home/mckc/Clustering/1_5511.jpg,1
/home/mckc/Clustering/1_5803.jpg,1
/home/mckc/Clustering/1_5882.jpg,1
/home/mckc/Clustering/1_5903.jpg,1
/home/mckc/Clustering/1_5950.jpg,1
/home/mckc/Clustering/1_5996.jpg,1
/home/mckc/Clustering/1_6114.jpg,1
/home/mckc/Clustering/1_6170.jpg,1
/home/mckc/Clustering/1_6267.jpg,1
/home/mckc/Clustering/1_6375.jpg,1
/home/mckc/Clustering/1_6523.jpg,1
/home/mckc/Clustering/1_6605.jpg,1
/home/mckc/Clustering/1_6654.jpg,1
/home/mckc/Clustering/1_6804.jpg,1
/home/mckc/Clustering/1_6862.jpg,1
/home/mckc/Clustering/1_6905.jpg,1
/home/mckc/Clustering/1_6980.jpg,1
/home/mckc/Clustering/1_7002.jpg,1
/home/mckc/Clustering/1_7085.jpg,1
/home/mckc/Clustering/1_7167.jpg,1
/home/mckc/Clustering/1_7238.jpg,1
/home/mckc/Clustering/1_7247.jpg,1
/home/mckc/Clustering/1_7400.jpg,1
/home/mckc/Clustering/1_7580.jpg,1
/home/mckc/Clustering/1_7662.jpg,1
/home/mckc/Clustering/1_7786.jpg,1
/home/mckc/Clustering/1_7788.jpg,1
/home/mckc/Clustering/1_7846.jpg,1
/home/mckc/Clustering/1_7853.jpg,1
/home/mckc/Clustering/1_7886.jpg,1
/home/mckc/Clustering/1_7932.jpg,1
/home/mckc/Clustering/1_7974.jpg,1
/home/mckc/Clustering/1_8128.jpg,1
/home/mckc/Clustering/1_8207.jpg,1
/home/mckc/Clustering/1_8244.jpg,1
/home/mckc/Clustering/1_8249.jpg,1
/home/mckc/Clustering/1_8443.jpg,1
/home/mckc/Clustering/1_8476.jpg,1
/home/mckc/Clustering/1_8518.jpg,1
/home/mckc/Clustering/1_8544.jpg,1
/home/mckc/Clustering/1_8574.jpg,1
/home/mckc/Clustering/1_8580.jpg,1
/home/mckc/Clustering/1_8596.jpg,1
/home/mckc/Clustering/1_8657.jpg,1
/home/mckc/Clustering/1_8774.jpg,1
/home/mckc/Clustering/1_8778.jpg,1
